MaskID,long,lat,imageLat,imageLong,imageYear,imageMonth,panoid,dist,ht_ndx_c
35,-79.91249,37.31540833,37.31545529,-79.91246771,2019,6,njSPCa-A4s9pykm0wq01_A,5.581910875,26.82444444
37,-79.91234667,37.31545833,37.31550011,-79.91236974,2019,6,AYg1E1KZ7-QRnjyBWL7KKw,5.074503062,26.8375
39,-79.91230333,37.31551333,37.31554229,-79.91227298,2019,6,FPNiUP1bclxXh-kkYWEiCA,4.19227395,26.86361111
55,-79.91351833,37.31475,37.31475047,-79.91351182,2019,6,GcZ9SHwYiw74rgwuMIWaQg,0.578084577,26.70661111
66,-79.91442167,37.31404167,37.31403151,-79.91441867,2019,6,RsiFRNnujEQN6HuI88fkEg,1.16087233,26.72227778
67,-79.91461,37.31392167,37.31388616,-79.91464688,2019,6,KF3rjNLuh0mLejVKh1rQkg,5.121563647,26.73794444
76,-79.91527667,37.31315667,37.31311012,-79.91527077,2019,6,Rcey2mExLyQVQ9v11ya2nQ,5.202135327,26.50488889
78,-79.91533833,37.31299,37.31302477,-79.9153133,2019,6,4AZzwjg6VYzciZLetcic3w,4.454744905,26.62794444
79,-79.91537333,37.31291167,37.3129364,-79.91535745,2019,6,D_xe3spILzWfNzDOyMBxtA,3.087480547,26.5075
80,-79.915415,37.31283833,37.31284744,-79.91540409,2019,6,OGRzsODJmrfQsecJQvwWpA,1.398986825,26.5075
81,-79.91546167,37.31276833,37.31276355,-79.91545712,2019,6,MmlLsLQ7xgJMrm12iI1dkg,0.666805225,26.5075
82,-79.91551167,37.31270333,37.31269185,-79.91553749,2019,6,Snqj8eMpa9X5zybsjn3w2Q,2.61581567,26.5075
84,-79.91564667,37.312615,37.31265253,-79.91564126,2019,6,WfilVHdosuEFvayoCnceCw,4.200862001,26.38966667
85,-79.91572333,37.31259167,37.312674,-79.91574844,2019,6,SnDTN4IM6MGJgGlYsuLvwg,9.420103828,26.39227778
87,-79.91589,37.31258833,37.31269252,-79.91587125,2019,6,Zg21fxs6Q6WB1_BLThrIXA,11.70397907,26.3345
88,-79.91598333,37.31259333,37.31271287,-79.91599082,2019,6,oO0R7-vDryvW4tVlezBSDQ,13.30896808,26.3345
89,-79.916085,37.312605,37.31273338,-79.91610945,2019,6,R2zYbLUICWKfV9K6sExRag,14.43809572,26.14322222
91,-79.91628667,37.31262,37.31274897,-79.9162121,2019,6,soAo8MDeGwyx1Jdkul6pvg,15.78398671,26.05672222
92,-79.91649333,37.312645,37.31276764,-79.91648454,2019,6,tAxuXo-GPz6hgRqzK5K0vA,13.65901812,26.05672222
93,-79.91659667,37.31266167,37.31278593,-79.91659805,2019,6,hUn4TUfmd1qKukrXDVIOJg,13.81779997,25.86022222
95,-79.916815,37.31269333,37.31282043,-79.9168271,2019,6,TDYbrQt-eIJF2tS0Q6Fwsg,14.17329343,25.65327778
98,-79.91711167,37.31275,37.31285689,-79.91706025,2019,6,gDdBZ-WqarDwysVhmOIC1A,12.72609782,25.55894444
99,-79.91719833,37.31277167,37.31287398,-79.91717572,2019,6,wB_Z8wV3ER6wwVExIxdpEg,11.55078903,25.47766667
100,-79.91728167,37.31278,37.31289096,-79.91729093,2019,6,fJNiKcdDLrYD96tJliVXzQ,12.3658328,25.47766667
102,-79.917465,37.31280333,37.31290754,-79.91740418,2019,6,j252np7Sey-o7WXlQ9xqiw,12.77504546,25.38594444
103,-79.91756167,37.312815,37.3129244,-79.91751887,2019,6,4JGl_zKxwE5dJc_-Xomjng,12.73955906,25.40422222
104,-79.91765833,37.31282833,37.31294143,-79.91763468,2019,6,kRceI8oHI5PqMT_bjkGSeQ,12.7490261,25.40422222
105,-79.91776,37.31284667,37.31295852,-79.91775023,2019,6,swZE83dDYIwhkx_9fefpYg,12.46765243,25.31772222
106,-79.91786667,37.31286167,37.31297565,-79.9178633,2019,6,SymVEGytwTcnlZZc7pf6IA,12.67727742,25.31772222
107,-79.91797167,37.31287333,37.31299356,-79.91797894,2019,6,tn_wftXaFz4A5iyeGvjUVQ,13.3840018,25.22338889
108,-79.91806667,37.31289167,37.31301152,-79.91809526,2019,6,h9jI1NFoLyxNCSpjIXWBSw,13.56474529,25.22338889
110,-79.91820667,37.312925,37.31302888,-79.91821107,2019,6,ad7boq9v5TGnxowxRVjVPA,11.55747619,25.24688889
112,-79.91829,37.312965,37.31304679,-79.9183296,2019,6,7GVe5WViTl_G0B86HPDjew,9.746232357,25.163
298,-79.920765,37.31885167,37.31890867,-79.92085108,2018,5,p007bdxxoqX2TB10j5c9vQ,9.90590453,26.75883333
300,-79.92089667,37.318795,37.31884834,-79.92096501,2018,5,uWipoCk5G5xqBUOdwu9FJA,8.467360878,26.98405556
301,-79.92097667,37.31874833,37.31878905,-79.92107697,2018,5,4YDsVTKUe4XWi577VZkT8g,9.95802318,27.98820616
303,-79.92117,37.31864333,37.31873152,-79.92118594,2018,5,tXNHj9ZQGCG8-gQaIHwyIQ,9.906580478,27.00755556
304,-79.92127167,37.31858667,37.31864363,-79.92134213,2018,5,EnD8UI3HrCGi7TEC6pMYPA,8.884876763,27.00755556
305,-79.92138,37.31852333,37.31858054,-79.92144,2018,5,icYfBmiDumX-3mJNxut1xg,8.284133585,26.90538889
306,-79.92148167,37.31844167,37.31851054,-79.92152788,2018,5,03eK0yL06-x4bzoSv4SsKQ,8.680445462,26.90538889
307,-79.92157833,37.31835333,37.31835069,-79.92166699,2018,5,PkmgyDKbDl7ETRY_-ExUjw,7.846125603,26.58322222
308,-79.92166833,37.318245,37.31826066,-79.921719,2018,5,A06pDkVC_bm5hKxJCv3sSg,4.807333167,26.58322222
309,-79.92174167,37.31812667,37.31816513,-79.92176153,2018,5,FnXOFmnkM9UbgAXTU3tHyw,4.623004071,26.48366667
310,-79.921795,37.318005,37.31796252,-79.92183344,2018,5,qHdp42sUYafGjoDlUCDspw,5.81897648,26.48366667
311,-79.92184333,37.317875,37.31785596,-79.92186589,2018,5,_egYxCj8ngAgA5f-H5xF6Q,2.909280144,26.60933333
312,-79.921885,37.317745,37.31774546,-79.92189774,2018,5,I7wzXPTiFEuktaBIUhECBA,1.128030132,26.60933333
313,-79.92192333,37.31761667,37.3176314,-79.92193045,2018,5,_T7F6juPwpbHXRONitd1Ew,1.754909269,26.625
314,-79.92195667,37.3175,37.31751344,-79.92196384,2018,5,rK0twS63ZhIEW__SXIK78g,1.623907476,26.625
315,-79.92198667,37.31740667,37.31739153,-79.92199817,2018,5,HDVjXm9kWb-TlUTC00DgNA,1.966965338,26.64327778
317,-79.92203333,37.31727667,37.31726575,-79.92203361,2018,5,VS8zyx1EnwkuIIY2A-AZJA,1.214238964,26.64588889
319,-79.92208167,37.31720333,37.31719219,-79.92207896,2019,6,Xa4Rhz5EHGQNtd9M3vFmlw,1.261894397,26.75066667
319,-79.92208167,37.31720333,37.31720162,-79.92205146,2018,5,n20Iqy5ENCnDEVJT3fbnrA,2.678157274,26.75066667
321,-79.92224167,37.31721667,37.31729842,-79.92224335,2019,6,PKbqco44tMZ18iRjUy8y9A,9.091749221,26.64066667
324,-79.92244,37.31735667,37.3173941,-79.922425,2019,6,IvJio6tIDXZRog02qObgxg,4.368665685,26.43372222
326,-79.92252833,37.31750167,37.31753937,-79.92257274,2019,6,YgUv94JcPpJwCw93M0kliw,5.744124173,26.44416667
328,-79.92261167,37.31776667,37.3177981,-79.92269024,2019,6,mxjwFX8DFBO631NgHdtz2A,7.777978683,26.21894444
329,-79.92262833,37.31785833,37.31788668,-79.92270801,2019,6,QAmsynRSf-mpU__wggEnPA,7.719220349,26.21894444
330,-79.92264667,37.31794667,37.31797747,-79.92272697,2019,6,ne2w3Agv3rzZ3hS3vN1XfQ,7.883369603,26.22416667
331,-79.92267333,37.318035,37.31806893,-79.92274908,2019,6,FTgGeMJ6r2Faf9d7vLgypw,7.688214783,26.22416667
333,-79.92273167,37.31819167,37.31815903,-79.92277616,2019,6,UMCx7vG7L0gDyxifn79TAA,5.352130968,26.22677778
334,-79.92277167,37.318265,37.31825005,-79.92280912,2019,6,v3UHCwN5lNVb4fPUpig7pA,3.705566386,26.32372222
335,-79.92281167,37.31834333,37.31833897,-79.92284593,2019,6,eYDzITcCFNFekTruA8h7Vg,3.067819603,26.32372222
336,-79.92285333,37.31843167,37.31842544,-79.92288623,2019,6,3tdwAnlDXfyRG9m68-i_JQ,2.990914667,26.31588889
337,-79.92289667,37.31852,37.31851414,-79.92292791,2019,6,5IDgBI2nXaiFzgfxs3M6kA,2.838309376,26.31588889
338,-79.92294167,37.31861167,37.31860449,-79.92297009,2019,6,4rsarNzHgrRHb2mHbZIniA,2.637469437,26.30805556
339,-79.92299167,37.3187,37.31869733,-79.92301501,2019,6,5RQcOreZm4SYXCF-kpP1ZA,2.085524417,26.30805556
340,-79.92304167,37.31878667,37.31879136,-79.92306429,2019,6,_NBd99w8SL5hebH3gLC2Sw,2.067032722,26.31327778
341,-79.923085,37.31888167,37.31888015,-79.92313918,2019,6,p_zLcUTFS1RMg4mmu7Qbkg,4.794385479,26.31327778
454,-79.92620833,37.31877833,37.31876067,-79.9261413,2019,6,cjcgTjFllodlv6WySEfQJw,6.244362094,26.27411111
455,-79.92623,37.31871167,37.31867102,-79.92618929,2019,6,AcTx2EpmJCEnF2FLfhkrXw,5.778573192,26.27411111
456,-79.92626833,37.31855167,37.31850138,-79.92623686,2019,6,2lWoqok9sgKBwDcX-GVn1w,6.246651406,26.28455556
458,-79.92631333,37.318385,37.31841005,-79.9262606,2019,6,j7o48Tbg5fr-WXiqYKM00Q,5.431928258,26.28455556
459,-79.92633833,37.31829833,37.31831817,-79.92628357,2019,6,XaNUxZt1jhYtFw-os3URGQ,5.321770977,26.06455556
460,-79.92636333,37.31821,37.31822674,-79.92630697,2019,6,PWGry4xn-eXljeGEZYTI-w,5.320555192,26.06455556
461,-79.92638167,37.31812167,37.31813522,-79.9263313,2019,6,wmtHsjxvdaXzENUFiKk08g,4.70200132,26.185
462,-79.92640333,37.31803333,37.31804505,-79.92635624,2019,6,foHzJMbk-KxYy3YooD3-tg,4.363440593,26.185
463,-79.92642833,37.31794167,37.31795545,-79.92638322,2019,6,_2EEwtD2opRkHfrfO7MBGg,4.273142073,26.07238889
464,-79.92645167,37.31785167,37.3178665,-79.92641021,2019,6,M1f9Mn29xws4HwrTvRnpfg,4.020478274,26.07238889
465,-79.92647667,37.31776,37.3177775,-79.92643659,2019,6,mdAE9WMNNPTc9Z5p8xnEEg,4.043183767,26.08283333
466,-79.92650333,37.31767,37.31768648,-79.92646486,2019,6,Abr8qLuBhsUVuhR3_uaqZQ,3.864257634,26.08283333
467,-79.92653167,37.31758333,37.31758935,-79.92649535,2019,6,kdZRSRFmJPCtKnE8mW6yWQ,3.281253572,25.97022222
468,-79.92656167,37.317495,37.31749754,-79.92652378,2019,6,3Mh5xBth7NaMOjqoYxJTmw,3.362315564,25.97022222
469,-79.92659167,37.31740333,37.31740675,-79.92655,2019,6,zuzDgKfi1uhRZy4E8pe3nw,3.704595823,25.9885
470,-79.92662833,37.31730833,37.31731799,-79.92657545,2019,6,N3xhIIKRFts_bSBwwrcMOw,4.798365264,25.9885
471,-79.92666167,37.31721333,37.31722842,-79.92660277,2019,6,mWhuutfjhrYI7cy8R8yd6g,5.472134683,25.99633333
472,-79.92669667,37.317115,37.31714002,-79.9266342,2019,6,IJTdHpGBewRSNMJo-TCYnA,6.1852941,25.99633333
473,-79.92673,37.31701833,37.31704027,-79.92666622,2019,6,FNU74VK-upUk7JgSiHoiTA,6.145191104,26.10633333
474,-79.92676333,37.316915,37.31686155,-79.92672284,2019,6,UaGRZQkQHkY3QBxdh5rUNQ,6.93894749,26.10633333
475,-79.92679667,37.316815,37.31677249,-79.92675418,2019,6,p4l79TESeNmvQhqsKCsp5g,6.038916007,26.00416667
476,-79.926835,37.31671,37.31668255,-79.92678475,2019,6,J_ommyZoEM9ni1mqShaH0A,5.391131142,26.00416667
477,-79.92687333,37.31660333,37.31659328,-79.92681455,2019,6,OMdltKxC6G-qaRaNaX7ptQ,5.316833588,25.91244444
478,-79.92691,37.31649833,37.31650419,-79.92684282,2019,6,MLJHVcPhsKz9eclZS_t8Mw,5.976845146,25.91244444
479,-79.92695,37.31639167,37.31641503,-79.9268692,2019,6,5MeMifApdDKj6lL1-oeSHg,7.602496599,25.92288889
480,-79.92698833,37.316285,37.31622459,-79.92692292,2019,6,cWuwob_apWgj113dUbagAw,8.865149084,25.92288889
481,-79.92705667,37.31605833,37.31604447,-79.92697646,2019,6,h24K5QTKUUIGBkmLOK7E1A,7.258922958,25.85205556
482,-79.92708833,37.31593333,37.31594999,-79.9270049,2019,6,mE_zfsWBhrISSAJA0ckaug,7.607293968,25.85205556
485,-79.92717833,37.31554667,37.31557937,-79.92711446,2019,6,irhz8dafcs5ZfqpIq96zzQ,6.718031304,25.74466667
486,-79.92721167,37.31542167,37.31539373,-79.92717047,2019,6,MhqHsiE5Kr36MpupTp-w4g,4.787840867,25.74466667
487,-79.92724,37.31529667,37.31530291,-79.92719925,2019,6,tpXW_R6S5aqPtSD_QYkmKg,3.669722776,25.729
488,-79.92727167,37.31518,37.31521088,-79.92722803,2019,6,IYNowMkq9vQP45vc3adW0w,5.165896936,25.729
489,-79.92733,37.31496,37.31494081,-79.927313,2019,6,h17FkkqhHft8LVH8JHKIFg,2.609973503,26.04855556
490,-79.92736667,37.31485,37.31485107,-79.92733733,2019,6,VyCumeFx0kzDhMHiV0ul9g,2.596982134,25.9255
491,-79.927405,37.31474333,37.31476051,-79.92736253,2019,6,LHotqvHClBsY8iqNTMjnJg,4.213993568,25.9255
492,-79.927445,37.31463667,37.31466967,-79.92738635,2019,6,rfCePSwFGKhAOiBlp-6Kpg,6.353380814,25.92288889
493,-79.92748333,37.31453167,37.31448725,-79.92743861,2019,6,fSAlNO9ej9M3em0RcxlYAQ,6.327008466,25.92288889
494,-79.92752,37.31442667,37.31439767,-79.92746483,2019,6,u5kWFF6-taO3-BBmzNPs4w,5.848526805,25.81288889
495,-79.92755167,37.31432333,37.31430847,-79.92749087,2019,6,tCYEZlhLCX-4FDJI86H79g,5.624693008,25.81288889
496,-79.92758167,37.31421833,37.31421772,-79.92751666,2019,6,lfXWN9CQ83DJaq7u2wzNrg,5.749445903,25.82855556
497,-79.92761167,37.31411167,37.31412752,-79.92754416,2019,6,RdC7LMtA-P7lTn-c6lNhkQ,6.225073085,25.82855556
498,-79.92764333,37.31400167,37.31403796,-79.92757166,2019,6,FG12GSuBht0u8t791J6BSQ,7.514180699,25.83116667
499,-79.927675,37.31388667,37.31384662,-79.92762913,2019,6,0BVlLVtOm5Y-BH-fQHgiWQ,6.024055796,25.83116667
500,-79.927705,37.31377333,37.31375258,-79.92765987,2019,6,3l5Agmze8ktkO6YKHa4WOQ,4.610407757,25.83116667
501,-79.92773833,37.31366,37.31366194,-79.9276889,2019,6,meabeqFBXb980PpvWW8Lww,4.37665636,25.83116667
502,-79.92777333,37.313545,37.313572,-79.92771571,2019,6,ETOpMunZutwQCs48-3ix4A,5.914154629,25.83116667
503,-79.92780667,37.31343333,37.31338978,-79.92777122,2019,6,Pg6JKZHMYnacmeAoIxIuZg,5.768667573,25.83116667
504,-79.927845,37.31332833,37.31329704,-79.92779744,2019,6,2J2sSkCR2SZNIzbKxVIzEg,5.458539945,25.82855556
505,-79.92788,37.313225,37.31320467,-79.9278251,2019,6,YYBfrdd1_-cw_lBbW9IqKw,5.355158564,25.82855556
506,-79.92791333,37.313125,37.31311001,-79.92785431,2019,6,XpjSJInc_-hvOu_CvM5Jbw,5.479286676,25.85988889
507,-79.92794667,37.31303333,37.31301204,-79.92787882,2019,6,YutcKlgKIXF4FOK-4fRGHQ,6.450827742,25.85988889
508,-79.92797333,37.312945,37.312917,-79.92787335,2019,6,iIs-RRk-Tg8e-ZiXvpb_CQ,9.374205353,25.78383333
509,-79.92797667,37.31286167,37.31287591,-79.92785098,2019,6,gRmwjx2VgeMUkaswDY0Yqg,11.22806544,25.78383333
510,-79.92793833,37.312715,37.31281051,-79.92777677,2019,6,6nWnmVNdiUItFXTOZ6sPlQ,17.80275366,25.80472222
512,-79.92772167,37.31258333,37.31273128,-79.92758814,2019,6,LfUsIGEDlPiH3P1rBHASOQ,20.25100229,25.70777778
514,-79.92751333,37.31252333,37.31269923,-79.92748361,2019,6,bqx_tJE7e9lxXb_i-D042A,19.73478654,25.60822222
515,-79.92739333,37.312495,37.3126673,-79.92737773,2019,6,9wy8eUFury9mgiQ362Ib7A,19.20889095,25.60561111
516,-79.92727,37.31246667,37.31259763,-79.92714511,2019,6,6p670w6ETTqU7yKKAj4ydA,18.27676954,25.60561111
517,-79.92714167,37.31244,37.31256495,-79.92703419,2019,6,mVWKSBbEoT0FIgP01p_0ag,16.8343315,25.603
518,-79.92701333,37.31241333,37.31253228,-79.92692334,2019,6,Pja8JIp-SugIPYK-pEjAug,15.43589537,25.603
519,-79.92689167,37.312385,37.31250033,-79.92681344,2019,6,wrw7ceRkHStH96r1uLhzxQ,14.57129141,25.49038889
520,-79.926785,37.31236,37.31246852,-79.9267014,2019,6,8cAZsfjF6TKRuDjvCtjN6Q,14.15194529,25.49038889
522,-79.92663833,37.31234,37.312438,-79.92658928,2019,6,c1GNaPBorFMi2S2-0LjWQA,11.72899837,25.49822222
524,-79.926545,37.31237667,37.31242363,-79.92653275,2019,6,VneH0pjke2L34l4Ywc3SjQ,5.332948126,25.49038889
605,-79.92244833,37.31592,37.31590174,-79.92243396,2019,6,5splk07PwMQzM3tXr4pxyg,2.394845459,26.31327778
605,-79.92244833,37.31592,37.31591235,-79.92242952,2018,5,l76bfbr1xflawV6xDvLy8w,1.868307792,26.31327778
607,-79.922445,37.31583667,37.31580901,-79.9224601,2019,6,d2DqwYjULiyluhi2YkGurg,3.353324452,26.31066667
607,-79.922445,37.31583667,37.31580516,-79.9224595,2018,5,JrzROxyh0g61l9B6P22iiw,3.731118678,26.31066667
609,-79.92247833,37.31569167,37.31570197,-79.92249092,2018,5,omucDVMqU3YMBAHREwJ9-Q,1.597605563,26.41805556
610,-79.92250167,37.31560167,37.31562129,-79.92251355,2019,6,zRG9GlvV4k1r7gRcqof_YA,2.421529822,26.41805556
610,-79.92250167,37.31560167,37.31559896,-79.92252158,2018,5,cpwZMOwnFhC0C5GyrqmSQA,1.786517662,26.41805556
611,-79.92252333,37.315505,37.31552811,-79.92254114,2019,6,C-shhedlXLXYbXX8taHrSQ,3.013892186,26.54372222
611,-79.92252333,37.315505,37.31549706,-79.92255207,2018,5,FqaDc0TNYevvi7IuSil74w,2.690382611,26.54372222
612,-79.92255,37.3154,37.31543543,-79.92256889,2019,6,2tONPt5c24I-oC3OozF7Ig,4.279228733,26.54372222
612,-79.92255,37.3154,37.31544669,-79.92256744,2018,5,caZ_octDURHKQlRpcT90pA,5.416252034,26.54372222
613,-79.92258,37.31529333,37.31534154,-79.92259665,2019,6,D4Eec1dPQ4st-pCoX7Z92Q,5.558927432,26.55416667
613,-79.92258,37.31529333,37.31534583,-79.92259767,2018,5,bPL5jqP9PRd1DuCm8ccNEw,6.042779375,26.55416667
614,-79.92261,37.315185,37.31515579,-79.92265327,2019,6,McLtkihWWaGnw3C7ss5Fbw,5.019193024,26.55416667
614,-79.92261,37.315185,37.31514305,-79.92265924,2018,5,NAVf_8MjOvYs3u7rXaj_lw,6.381251261,26.55416667
615,-79.92264167,37.31507333,37.31506413,-79.92268077,2019,6,wjhRu3dciw4vyrnLx_1QDA,3.605412071,26.55677778
615,-79.92264167,37.31507333,37.31509212,-79.92267462,2018,5,wb90kNEFL3ujz3VieRCd6w,3.58509507,26.55677778
616,-79.92267667,37.31496167,37.31495978,-79.92271176,2019,6,yiqIMeLwvEo6P6ib4kO2ow,3.110719148,26.55677778
616,-79.92267667,37.31496167,37.31499051,-79.92270562,2018,5,U1dD1D0o97TCnAwechbwog,4.102962297,26.55677778
617,-79.92271333,37.31485167,37.31486746,-79.92273995,2019,6,RAUuQ-OQ39oiasmA1ldtCw,2.936263108,26.56461111
617,-79.92271333,37.31485167,37.31488909,-79.92273798,2018,5,wPS_Y1NQbG9jZZwxxrzkZg,4.69787001,26.56461111
618,-79.92274833,37.31473833,37.3147761,-79.92276813,2019,6,fBYKk0YG4RBX0t-XnPMR5Q,4.550541596,26.56461111
618,-79.92274833,37.31473833,37.31478663,-79.92276941,2018,5,AZYDl8PWOqAiRxQb8VZ_Zw,5.685235776,26.56461111
619,-79.922825,37.31450667,37.31449591,-79.92285549,2019,6,Zqh3rsgwFLf9s12FApFPGQ,2.950095837,26.45722222
619,-79.922825,37.31450667,37.31452562,-79.92284686,2018,5,jEUeSK-NqRbewlerhkeE9g,2.859541843,26.45722222
620,-79.922865,37.31438333,37.31439004,-79.92288769,2019,6,-1fHv1rvuuFocSVhMvFUZQ,2.14031015,26.45722222
620,-79.922865,37.31438333,37.31442001,-79.92287932,2018,5,Q8w30cUsA6L_Tr0B_0P3QA,4.270631101,26.45722222
621,-79.92290667,37.314255,37.31430266,-79.92291518,2019,6,c4LIrttOCwP0WGRlGC8-Tw,5.353113111,26.55938889
621,-79.92290667,37.314255,37.31431432,-79.92291177,2018,5,VsaV2M8csKNj8Wwzb5cr8g,6.611877143,26.55938889
623,-79.92298,37.31398833,37.3139634,-79.9230192,2019,6,neqOB0bsPiVdlaGo8_2Gvw,4.438818331,26.64588889
623,-79.92298,37.31398833,37.31394756,-79.92302099,2018,5,nfhM83hHFTl-kjiBVMsWKw,5.804656684,26.64588889
624,-79.92301667,37.313855,37.31384705,-79.92305447,2019,6,KcUl2l2_K_9YuWZHf2rjVw,3.457671563,26.64588889
624,-79.92301667,37.313855,37.31384384,-79.92305097,2018,5,Je2x3nvXv1z2Vyb68O_5dQ,3.277069461,26.64588889
625,-79.92306,37.31371,37.31371783,-79.92306207,2019,6,TQWiuKkrTlp7e38Kdbk_lQ,0.889548503,26.74544444
625,-79.92306,37.31371,37.31368169,-79.92302108,2018,5,h_V9K9WYOTuGu-orX656BA,4.664731483,26.74544444
626,-79.9231,37.31356833,37.31362078,-79.92311903,2019,6,5I99u6668YwE6SPgDSW0iQ,6.070445582,26.74544444
626,-79.9231,37.31356833,37.31358847,-79.92312552,2018,5,1fLvmVRzncMhaE3nWbrnpA,3.179197707,26.74544444
627,-79.92314,37.31342833,37.31342581,-79.92317744,2019,6,Mr4I3LkLR0KkZF8kj-KjuQ,3.322991956,26.845
627,-79.92314,37.31342833,37.31343649,-79.92316916,2018,5,gVQGzy0oO3VV4QGqn4yh3Q,2.733589934,26.845
628,-79.92317833,37.31328667,37.31332955,-79.92320494,2019,6,TdNvWhbdxxwyjk1NxMiI5Q,5.317426531,26.845
628,-79.92317833,37.31328667,37.31333541,-79.92319973,2018,5,uNsHyK1h4L2BSHgY-kFbEw,5.740194471,26.845
629,-79.92321333,37.31315,37.31314366,-79.92325908,2019,6,8N4OvCvfI3LZwHhZ1taANQ,4.107006952,26.74022222
629,-79.92321333,37.31315,37.31313283,-79.92326087,2018,5,l4YWf-0rqRAI70Iqgp2Cpw,4.617704041,26.74022222
630,-79.92324833,37.31301667,37.31305286,-79.92328521,2019,6,hbDAGxzOm1KHOevkyKczgQ,5.180184901,26.74022222
630,-79.92324833,37.31301667,37.31303033,-79.92328991,2018,5,lduMEN_j1xvyhDMEoEV-CA,3.978416694,26.74022222
631,-79.92329167,37.31288333,37.31287211,-79.92334277,2019,6,y9wmK61iw8w5aVyAV4aRJg,4.688319331,26.74544444
